2017-06-21 04:40:42.406826: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406882: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406891: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406897: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406903: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.876163: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
2017-06-21 04:40:42.876238: I tensorflow/core/common_runtime/gpu/gpu_device.cc:908] DMA: 0 
Global Iter: 171200 training acc: 0.15625
Global Iter: 171300 training loss: 1.94764
Global Iter: 171300 training acc: 0.1875
Global Iter: 171400 training loss: 2.0027
Global Iter: 171400 training acc: 0.0625
Global Iter: 171500 training loss: 1.89577
Global Iter: 171500 training acc: 0.15625
Global Iter: 171600 training loss: 2.11917
Global Iter: 171600 training acc: 0.1875
Global Iter: 171700 training loss: 1.9516
Global Iter: 171700 training acc: 0.28125
Global Iter: 171800 training loss: 2.00795
Global Iter: 171800 training acc: 0.1875
Global Iter: 171900 training loss: 2.11066
Global Iter: 171900 training acc: 0.125
Global Iter: 172000 training loss: 2.04613
Global Iter: 172000 training acc: 0.25
Global Iter: 172100 training loss: 2.00887
Global Iter: 172100 training acc: 0.09375
Global Iter: 172200 training loss: 1.93075
Global Iter: 172200 training acc: 0.21875
Global Iter: 172300 training loss: 1.96075
Global Iter: 172300 training acc: 0.125
Global Iter: 172400 training loss: 1.98775
Global Iter: 172400 training acc: 0.25
Global Iter: 172500 training loss: 1.92959
Global Iter: 172500 training acc: 0.21875
Global Iter: 172600 training loss: 1.97419
Global Iter: 172600 training acc: 0.28125
Global Iter: 172700 training loss: 1.97362
Global Iter: 172700 training acc: 0.1875
Global Iter: 172800 training loss: 2.05179
Global Iter: 172800 training acc: 0.25
Global Iter: 172900 training loss: 1.95394
Global Iter: 172900 training acc: 0.21875
Global Iter: 173000 training loss: 2.07813
Global Iter: 173000 training acc: 0.125
Global Iter: 173100 training loss: 1.92344
Global Iter: 173100 training acc: 0.25
Global Iter: 173200 training loss: 2.03932
Global Iter: 173200 training acc: 0.1875
Global Iter: 173300 training loss: 2.07247
Global Iter: 173300 training acc: 0.09375
Global Iter: 173400 training loss: 1.9592
Global Iter: 173400 training acc: 0.25
Global Iter: 173500 training loss: 1.9423
Global Iter: 173500 training acc: 0.21875
Global Iter: 173600 training loss: 2.16053
Global Iter: 173600 training acc: 0.15625
Global Iter: 173700 training loss: 1.92706
Global Iter: 173700 training acc: 0.3125
Global Iter: 173800 training loss: 1.97745
Global Iter: 173800 training acc: 0.21875
Global Iter: 173900 training loss: 1.9373
Global Iter: 173900 training acc: 0.21875
Global Iter: 174000 training loss: 1.89361
Global Iter: 174000 training acc: 0.15625
Global Iter: 174100 training loss: 2.0171
Global Iter: 174100 training acc: 0.28125
Global Iter: 174200 training loss: 2.02226
Global Iter: 174200 training acc: 0.15625
Global Iter: 174300 training loss: 1.91394
Global Iter: 174300 training acc: 0.21875
Global Iter: 174400 training loss: 1.94669
Global Iter: 174400 training acc: 0.1875
Global Iter: 174500 training loss: 1.87452
Global Iter: 174500 training acc: 0.3125
Global Iter: 174600 training loss: 2.03648
Global Iter: 174600 training acc: 0.15625
Global Iter: 174700 training loss: 1.90302
Global Iter: 174700 training acc: 0.25
Global Iter: 174800 training loss: 1.91284
Global Iter: 174800 training acc: 0.15625
Global Iter: 174900 training loss: 1.95505
Global Iter: 174900 training acc: 0.28125
Global Iter: 175000 training loss: 1.88621
Global Iter: 175000 training acc: 0.21875
Global Iter: 175100 training loss: 2.01457
Global Iter: 175100 training acc: 0.1875
Global Iter: 175200 training loss: 1.98841
Global Iter: 175200 training acc: 0.09375
Global Iter: 175300 training loss: 2.05241
Global Iter: 175300 training acc: 0.21875
Global Iter: 175400 training loss: 2.00514
Global Iter: 175400 training acc: 0.1875
Global Iter: 175500 training loss: 2.0572
Global Iter: 175500 training acc: 0.25
Global Iter: 175600 training loss: 2.147
Global Iter: 175600 training acc: 0.0625
Global Iter: 175700 training loss: 1.92207
Global Iter: 175700 training acc: 0.34375
Global Iter: 175800 training loss: 2.09774
Global Iter: 175800 training acc: 0.15625
Global Iter: 175900 training loss: 1.88202
Global Iter: 175900 training acc: 0.375
Global Iter: 176000 training loss: 1.95021
Global Iter: 176000 training acc: 0.3125
Global Iter: 176100 training loss: 1.98307
Global Iter: 176100 training acc: 0.21875
Global Iter: 176200 training loss: 1.92498
Global Iter: 176200 training acc: 0.15625
Global Iter: 176300 training loss: 1.90485
Global Iter: 176300 training acc: 0.1875
Global Iter: 176400 training loss: 1.88025
Global Iter: 176400 training acc: 0.25
Global Iter: 176500 training loss: 1.91567
Global Iter: 176500 training acc: 0.1875
Global Iter: 176600 training loss: 2.01127
Global Iter: 176600 training acc: 0.25
Global Iter: 176700 training loss: 1.96736
Global Iter: 176700 training acc: 0.09375
Global Iter: 176800 training loss: 1.91775
Global Iter: 176800 training acc: 0.3125
Global Iter: 176900 training loss: 2.04732
Global Iter: 176900 training acc: 0.28125
Global Iter: 177000 training loss: 1.99668
Global Iter: 177000 training acc: 0.125
Global Iter: 177100 training loss: 2.0015
Global Iter: 177100 training acc: 0.125
Global Iter: 177200 training loss: 1.93289
Global Iter: 177200 training acc: 0.1875
Global Iter: 177300 training loss: 1.88542
Global Iter: 177300 training acc: 0.34375
Global Iter: 177400 training loss: 2.1585
Global Iter: 177400 training acc: 0.15625
Global Iter: 177500 training loss: 1.97265
Global Iter: 177500 training acc: 0.25
Global Iter: 177600 training loss: 2.01138
Global Iter: 177600 training acc: 0.125
Global Iter: 177700 training loss: 1.95248
Global Iter: 177700 training acc: 0.28125
Global Iter: 177800 training loss: 2.04174
Global Iter: 177800 training acc: 0.15625
Global Iter: 177900 training loss: 1.91705
Global Iter: 177900 training acc: 0.15625
Global Iter: 178000 training loss: 2.05836
Global Iter: 178000 training acc: 0.15625
Global Iter: 178100 training loss: 2.04119
Global Iter: 178100 training acc: 0.1875
Global Iter: 178200 training loss: 2.02061
Global Iter: 178200 training acc: 0.1875
Global Iter: 178300 training loss: 1.90936
Global Iter: 178300 training acc: 0.25
Global Iter: 178400 training loss: 1.9826
Global Iter: 178400 training acc: 0.25
Global Iter: 178500 training loss: 1.95962
Global Iter: 178500 training acc: 0.25
Global Iter: 178600 training loss: 2.01134
Global Iter: 178600 training acc: 0.21875
Global Iter: 178700 training loss: 1.96301
Global Iter: 178700 training acc: 0.3125
Global Iter: 178800 training loss: 1.967
Global Iter: 178800 training acc: 0.21875
Global Iter: 178900 training loss: 1.88329
Global Iter: 178900 training acc: 0.25
Global Iter: 179000 training loss: 1.97275
Global Iter: 179000 training acc: 0.1875
Global Iter: 179100 training loss: 1.99295
Global Iter: 179100 training acc: 0.3125
Global Iter: 179200 training loss: 1.99494
Global Iter: 179200 training acc: 0.15625
Global Iter: 179300 training loss: 2.00385
Global Iter: 179300 training acc: 0.21875
Global Iter: 179400 training loss: 1.9832
Global Iter: 179400 training acc: 0.25
Global Iter: 179500 training loss: 1.9739
Global Iter: 179500 training acc: 0.21875
Global Iter: 179600 training loss: 2.03808
Global Iter: 179600 training acc: 0.09375
Global Iter: 179700 training loss: 2.08417
Global Iter: 179700 training acc: 0.125
Global Iter: 179800 training loss: 2.04454
Global Iter: 179800 training acc: 0.1875
Global Iter: 179900 training loss: 2.00224
Global Iter: 179900 training acc: 0.15625
Global Iter: 180000 training loss: 2.07734
Global Iter: 180000 training acc: 0.09375
Global Iter: 180100 training loss: 1.94528
Global Iter: 180100 training acc: 0.09375
Global Iter: 180200 training loss: 2.07888
Global Iter: 180200 training acc: 0.25
Global Iter: 180300 training loss: 1.98102
Global Iter: 180300 training acc: 0.1875
Global Iter: 180400 training loss: 2.03925
Global Iter: 180400 training acc: 0.28125
Global Iter: 180500 training loss: 1.93578
Global Iter: 180500 training acc: 0.21875
Global Iter: 180600 training loss: 1.9921
Global Iter: 180600 training acc: 0.15625
Global Iter: 180700 training loss: 2.18439
Global Iter: 180700 training acc: 0.125
Global Iter: 180800 training loss: 1.99443
Global Iter:2017-06-21 09:54:37.656656: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-183694
 180800 training acc: 0.25
Global Iter: 180900 training loss: 1.92016
Global Iter: 180900 training acc: 0.15625
Global Iter: 181000 training loss: 1.98133
Global Iter: 181000 training acc: 0.28125
Global Iter: 181100 training loss: 1.96263
Global Iter: 181100 training acc: 0.1875
Global Iter: 181200 training loss: 1.87582
Global Iter: 181200 training acc: 0.28125
Global Iter: 181300 training loss: 1.92459
Global Iter: 181300 training acc: 0.25
Global Iter: 181400 training loss: 1.98628
Global Iter: 181400 training acc: 0.125
Global Iter: 181500 training loss: 1.9415
Global Iter: 181500 training acc: 0.125
Global Iter: 181600 training loss: 1.99026
Global Iter: 181600 training acc: 0.21875
Global Iter: 181700 training loss: 2.0571
Global Iter: 181700 training acc: 0.1875
Global Iter: 181800 training loss: 2.01489
Global Iter: 181800 training acc: 0.0625
Global Iter: 181900 training loss: 2.00158
Global Iter: 181900 training acc: 0.15625
Global Iter: 182000 training loss: 2.18645
Global Iter: 182000 training acc: 0.15625
Global Iter: 182100 training loss: 1.91307
Global Iter: 182100 training acc: 0.40625
Global Iter: 182200 training loss: 2.08082
Global Iter: 182200 training acc: 0.25
Global Iter: 182300 training loss: 1.92075
Global Iter: 182300 training acc: 0.25
Global Iter: 182400 training loss: 1.97601
Global Iter: 182400 training acc: 0.15625
Global Iter: 182500 training loss: 1.9814
Global Iter: 182500 training acc: 0.21875
Global Iter: 182600 training loss: 1.87294
Global Iter: 182600 training acc: 0.15625
Global Iter: 182700 training loss: 1.98768
Global Iter: 182700 training acc: 0.09375
Global Iter: 182800 training loss: 2.08159
Global Iter: 182800 training acc: 0.125
Global Iter: 182900 training loss: 1.93261
Global Iter: 182900 training acc: 0.1875
Global Iter: 183000 training loss: 2.01281
Global Iter: 183000 training acc: 0.34375
Global Iter: 183100 training loss: 1.93524
Global Iter: 183100 training acc: 0.1875
Global Iter: 183200 training loss: 1.94506
Global Iter: 183200 training acc: 0.34375
Global Iter: 183300 training loss: 1.94849
Global Iter: 183300 training acc: 0.34375
Global Iter: 183400 training loss: 2.06586
Global Iter: 183400 training acc: 0.21875
Global Iter: 183500 training loss: 1.97682
Global Iter: 183500 training acc: 0.15625
Global Iter: 183600 training loss: 2.03879
Global Iter: 183600 training acc: 0.125
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-183694
Number of Patches: 277989
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-183694
Global Iter: 183700 training loss: 2.03357
Global Iter: 183700 training acc: 0.21875
Global Iter: 183800 training loss: 2.01521
Global Iter: 183800 training acc: 0.0625
Global Iter: 183900 training loss: 1.94013
Global Iter: 183900 training acc: 0.21875
Global Iter: 184000 training loss: 2.08621
Global Iter: 184000 training acc: 0.1875
Global Iter: 184100 training loss: 2.03955
Global Iter: 184100 training acc: 0.125
Global Iter: 184200 training loss: 2.01536
Global Iter: 184200 training acc: 0.09375
Global Iter: 184300 training loss: 1.95188
Global Iter: 184300 training acc: 0.1875
Global Iter: 184400 training loss: 1.96506
Global Iter: 184400 training acc: 0.28125
Global Iter: 184500 training loss: 1.99457
Global Iter: 184500 training acc: 0.09375
Global Iter: 184600 training loss: 1.89846
Global Iter: 184600 training acc: 0.1875
Global Iter: 184700 training loss: 1.8823
Global Iter: 184700 training acc: 0.3125
Global Iter: 184800 training loss: 1.9745
Global Iter: 184800 training acc: 0.21875
Global Iter: 184900 training loss: 2.01602
Global Iter: 184900 training acc: 0.125
Global Iter: 185000 training loss: 2.00991
Global Iter: 185000 training acc: 0.125
Global Iter: 185100 training loss: 1.97642
Global Iter: 185100 training acc: 0.15625
Global Iter: 185200 training loss: 2.00818
Global Iter: 185200 training acc: 0.25
Global Iter: 185300 training loss: 1.97243
Global Iter: 185300 training acc: 0.28125
Global Iter: 185400 training loss: 2.07163
Global Iter: 185400 training acc: 0.09375
Global Iter: 185500 training loss: 1.92874
Global Iter: 185500 training acc: 0.1875
Global Iter: 185600 training loss: 1.98422
Global Iter: 185600 training acc: 0.25
Global Iter: 185700 training loss: 2.09627
Global Iter: 185700 training acc: 0.1875
Global Iter: 185800 training loss: 1.99852
Global Iter: 185800 training acc: 0.09375
Global Iter: 185900 training loss: 2.09907
Global Iter: 185900 training acc: 0.125
Global Iter: 186000 training loss: 2.02378
Global Iter: 186000 training acc: 0.1875
Global Iter: 186100 training loss: 1.99447
Global Iter: 186100 training acc: 0.15625
Global Iter: 186200 training loss: 1.92439
Global Iter: 186200 training acc: 0.28125
Global Iter: 186300 training loss: 2.05711
Global Iter: 186300 training acc: 0.1875
Global Iter: 186400 training loss: 2.11723
Global Iter: 186400 training acc: 0.09375
Global Iter: 186500 training loss: 2.00495
Global Iter: 186500 training acc: 0.1875
Global Iter: 186600 training loss: 1.92172
Global Iter: 186600 training acc: 0.15625
Global Iter: 186700 training loss: 2.07407
Global Iter: 186700 training acc: 0.125
Global Iter: 186800 training loss: 2.06181
Global Iter: 186800 training acc: 0.03125
Global Iter: 186900 training loss: 2.08075
Global Iter: 186900 training acc: 0.1875
Global Iter: 187000 training loss: 2.01461
Global Iter: 187000 training acc: 0.15625
Global Iter: 187100 training loss: 1.94257
Global Iter: 187100 training acc: 0.15625
Global Iter: 187200 training loss: 2.05675
Global Iter: 187200 training acc: 0.0625
Global Iter: 187300 training loss: 1.92021
Global Iter: 187300 training acc: 0.21875
Global Iter: 187400 training loss: 1.91053
Global Iter: 187400 training acc: 0.21875
Global Iter: 187500 training loss: 1.96899
Global Iter: 187500 training acc: 0.1875
Global Iter: 187600 training loss: 1.97495
Global Iter: 187600 training acc: 0.1875
Global Iter: 187700 training loss: 1.94382
Global Iter: 187700 training acc: 0.25
Global Iter: 187800 training loss: 2.01463
Global Iter: 187800 training acc: 0.21875
Global Iter: 187900 training loss: 1.90116
Global Iter: 187900 training acc: 0.1875
Global Iter: 188000 training loss: 1.98523
Global Iter: 188000 training acc: 0.1875
Global Iter: 188100 training loss: 2.13961
Global Iter: 188100 training acc: 0.125
Global Iter: 188200 training loss: 1.92994
Global Iter: 188200 training acc: 0.21875
Global Iter: 188300 training loss: 2.02063
Global Iter: 188300 training acc: 0.15625
Global Iter: 188400 training loss: 1.96277
Global Iter: 188400 training acc: 0.1875
Global Iter: 188500 training loss: 2.01766
Global Iter: 188500 training acc: 0.1875
Global Iter: 188600 training loss: 2.07985
Global Iter: 188600 training acc: 0.15625
Global Iter: 188700 training loss: 1.95101
Global Iter: 188700 training acc: 0.21875
Global Iter: 188800 training loss: 2.06763
Global Iter: 188800 training acc: 0.28125
Global Iter: 188900 training loss: 1.90834
Global Iter: 188900 training acc: 0.21875
Global Iter: 189000 training loss: 1.95073
Global Iter: 189000 training acc: 0.15625
Global Iter: 189100 training loss: 1.90915
Global Iter: 189100 training acc: 0.28125
Global Iter: 189200 training loss: 1.92558
Global Iter: 189200 training acc: 0.25
Global Iter: 189300 training loss: 1.90075
Global Iter: 189300 training acc: 0.25
Global Iter: 189400 training loss: 1.99009
Global Iter: 189400 training acc: 0.125
Global Iter: 189500 training loss: 2.01964
Global Iter: 189500 training acc: 0.15625
Global Iter: 189600 training loss: 2.02927
Global Iter: 189600 training acc: 0.15625
Global Iter: 189700 training loss: 1.96364
Global Iter: 189700 training acc: 0.15625
Global Iter: 189800 training loss: 1.9714
Global Iter: 189800 training acc: 0.1875
Global Iter: 189900 training loss: 1.93043
Global Iter: 189900 training acc: 0.125
Global Iter: 190000 training loss: 2.01341
Global Iter: 190000 training acc: 0.15625
Global Iter: 190100 training loss: 1.92161
Global Iter: 190100 training acc: 0.3125
Global Iter: 190200 training loss: 2.00984
Global Iter: 190200 training acc: 0.3125
Global Iter: 190300 training loss: 2.01301
Global Iter: 190300 training acc: 0.09375
Global Iter: 190400 training loss: 2.00519
Global Iter: 190400 training acc: 0.1875
Global Iter: 190500 training loss: 1.99491
Global Iter: 190500 training acc: 0.21875
Global Iter: 190600 training loss: 1.91404
Global Iter: 190600 training acc: 0.25
Global Iter: 190700 training loss: 1.99221
Global Iter: 190700 training acc: 0.21875
Global Iter: 190800 training loss: 1.9558
Global Iter: 190800 training acc: 0.125
Global Iter: 190900 training loss: 1.86568
Global Iter: 190900 training acc: 0.40625
Global Iter: 191000 training loss: 1.88874
Global Iter: 191000 training acc: 0.375
Global Iter: 191100 training loss: 1.90324
Global Iter: 191100 training acc: 0.3125
Global Iter: 191200 training loss: 1.97922
Global Iter: 191200 training acc: 0.125
Global Iter: 191300 training loss: 2.00026
Global Iter: 191300 training acc: 0.1875
Global Iter: 191400 training loss: 2.01457
Global Iter: 191400 training acc: 0.1875
Global Iter: 191500 training loss: 2.11527
Global Iter: 191500 training acc: 0.1875
Global Iter: 191600 training loss: 2.00981
Global Iter: 191600 training acc: 0.21875
Global Iter: 191700 training loss: 2.02403
Global Iter: 191700 training acc: 0.25
Global Iter: 191800 training loss: 1.89888
Global Iter: 191800 training acc: 0.09375
Global Iter: 191900 training loss: 1.87015
Global Iter: 191900 training acc: 0.375
Global Iter: 192000 training loss: 1.95514
Global Iter: 192000 training acc: 0.15625
Global Iter: 192100 training loss: 2.03927
Global Iter: 192100 training acc: 0.21875
Global Iter: 192200 training loss: 2.0718
Global Iter: 192200 training acc: 0.125
Global Iter: 192300 training loss: 1.90514
Global Iter: 192300 training acc: 0.34375
Global Iter: 192400 training loss: 2.01859
Global Iter: 192400 training acc: 0.15625
Global Iter: 192500 training loss: 2.01727
Global Iter: 192500 training acc: 0.28125
Global Iter: 192600 training loss: 1.97962
Global Iter: 192600 training acc: 0.1875
Global Iter: 192700 training loss: 1.94391
Global Iter: 192700 training acc: 0.28125
Global Iter: 192800 training loss: 1.98183
Global Iter: 192800 training acc: 0.15625
Global Iter: 192900 training loss: 2.00365
Global Iter: 192900 training acc: 0.09375
Global Iter: 193000 training loss: 2.06147
Global Iter: 193000 training acc: 0.09375
Global Iter: 193100 training loss: 2.11493
Global Iter: 193100 training acc: 0.21875
Global Iter: 193200 training loss: 2.00615
Global Iter: 193200 training acc: 0.21875
Global Iter: 193300 training loss: 1.96882
Global Iter: 193300 training acc: 0.1875
Global Iter: 193400 training loss: 1.91281
Global Iter: 193400 training acc: 0.21875
Global Iter: 193500 training loss: 2.14158
Global Iter: 193500 training acc: 0.09375
Global Iter: 193600 training loss: 1.96395
Global Iter: 193600 training acc: 0.21875
Global Iter: 193700 training loss: 1.94721
Global Iter: 193700 training acc: 0.21875
Global Iter: 193800 training loss: 2.0712
Global Iter: 193800 training acc: 0.15625
Global Iter: 193900 training loss: 1.98274
Global Iter: 193900 training acc: 0.25
Global Iter: 194000 training loss: 1.88671
Global Iter: 194000 training acc: 0.21875
Global Iter: 194100 training loss: 2.12945
Global Iter: 194100 training acc: 0.125
Global Iter: 194200 training loss: 1.97869
Global Iter: 194200 training acc: 0.15625
Global Iter: 194300 training loss: 1.85395
Global Iter: 194300 training acc: 0.21875
Global Iter: 194400 training loss: 1.89524
Global Iter: 194400 training acc: 0.21875
Global Iter: 194500 training loss: 2.00053
Global Iter: 194500 training acc: 0.1875
Global Iter: 194600 training loss: 1.95899
Global Iter: 194600 training acc: 0.125
Global Iter: 194700 training loss: 1.94962
Global Iter: 194700 training acc: 0.25
Global Iter: 194800 training loss: 2.08527
Global Iter: 194800 training acc: 0.09375
Global Iter: 194900 training loss: 1.8566
Global Iter: 194900 training acc: 0.34375
Global Iter: 195000 training loss: 1.9818
Global Iter: 195000 training acc: 0.1875
Global Iter: 195100 training loss: 1.9332
Global Iter: 195100 training acc: 0.15625
Global Iter: 195200 training loss: 1.96338
Global Iter: 195200 training acc: 0.3125
Global Iter: 195300 training loss: 1.97522
Global Iter: 195300 training acc: 0.09375
Global Iter: 195400 training loss: 2.04617
Global Iter: 195400 training acc: 0.0625
Global Iter: 195500 training loss: 2.13668
Global Iter: 195500 training acc: 0.125
Global Iter: 195600 training loss: 2.05225
Global Iter: 195600 training acc: 0.1875
Global Iter: 195700 training loss: 1.97998
Global Iter: 195700 training acc: 0.21875
Global Iter: 195800 training loss: 2.06722
Global Iter: 195800 training acc: 0.15625
Global Iter: 195900 training loss: 2.06674
Global Iter: 195900 training acc: 0.1875
Global Iter: 196000 training loss: 1.88221
Global Iter: 196000 training acc: 0.3125
Global Iter: 196100 training loss: 2.05246
Global Iter: 196100 training acc: 0.21875
Global Iter: 196200 training loss: 2.00844
Global Iter: 196200 training acc: 0.1875
Global Iter: 196300 training loss: 1.91707
Global Iter: 196300 training acc: 0.125
Global Iter: 196400 training loss: 1.96813
Global Iter: 196400 training acc: 0.25
Global Iter: 196500 training loss: 2.01663
Global Iter: 196500 training acc: 0.25
Global Iter: 196600 training loss: 2.00691
Global Iter: 196600 training acc: 0.125
Global Iter: 196700 training loss: 2.06789
Global Iter: 196700 training acc: 0.28125
Global Iter: 196800 training loss: 1.95591
Global Iter: 196800 training acc: 0.21875
Global Iter: 196900 training loss: 1.94147
Global Iter: 196900 training acc: 0.1875
Global Iter: 197000 training loss: 1.90338
Global Iter: 197000 training acc: 0.1875
Global Iter: 197100 training loss: 2.00265
Global Iter: 197100 training acc: 0.125
Global Iter: 197200 training loss: 2.14383
Global Iter: 197200 training acc: 0.125
Global Iter: 197300 training loss: 2.13108
Global Iter: 197300 training acc: 0.0625
Global Iter: 197400 training loss: 1.95535
Global Iter: 197400 training acc: 0.1875
Global Iter: 197500 training loss: 2.00222
Global Iter: 197500 training acc: 0.21875
Global Iter: 197600 training loss: 2.00267
Global Iter: 197600 training acc: 0.15625
Global Iter: 197700 training loss: 1.93655
Global Iter: 197700 training acc: 0.1875
Global Iter: 197800 training loss: 1.89837
Global Iter: 197800 training acc: 0.3125
Global Iter: 197900 training loss: 1.87361
Global Iter: 197900 training acc: 0.34375
Global Iter: 198000 training loss: 1.88982
Global Iter: 198000 training acc: 0.21875
Global Iter: 198100 training loss: 1.9506
Global Iter: 198100 training acc: 0.21875
Global Iter: 198200 training loss: 2.01999
Global Iter: 198200 training acc: 0.125
Global Iter: 198300 training loss: 2.03027
Global Iter: 198300 training acc: 0.09375
Global Iter: 198400 training loss: 1.95814
Global Iter: 198400 training acc: 0.21875
Global Iter: 198500 training loss: 1.96837
Global Iter: 198500 training acc: 0.21875
Global Iter: 198600 training loss: 1.97261
Global Iter: 198600 training acc: 0.1875
Global Iter: 198700 training loss: 2.07577
Global Iter: 198700 training acc: 0.09375
Global Iter: 198800 training loss: 2.07559
Global Iter: 198800 training acc: 0.1875
Global Iter: 198900 training loss: 1.99908
Global Iter: 198900 training acc: 0.1875
Global Iter: 199000 training loss: 1.88628
Global Iter: 199000 training acc: 0.21875
Global Iter: 199100 training loss: 1.92188
Global Iter: 199100 training acc: 0.3125
Global Iter: 199200 training loss: 1.97647
Global Iter: 199200 training acc: 0.15625
Global Iter: 199300 training loss: 1.93291
Global Iter: 199300 training acc: 0.3125
Global Iter: 199400 training loss: 2.03405
Global Iter: 199400 training acc: 0.09375
Global Iter: 199500 training loss: 1.93783
Global Iter: 199500 training acc: 0.28125
Global Iter: 199600 training loss: 1.92038
Global Iter: 199600 training acc: 0.28125
Global Iter: 199700 training loss: 2.02292
Global Iter: 199700 training acc: 0.15625
Global Iter: 199800 training loss: 2.02222
Global Iter: 199800 training acc: 0.15625
Global Iter: 199900 training loss: 2.03699
Global Iter: 199900 training acc: 0.125
Global Iter: 200000 training loss: 1.96649
Global Iter: 202017-06-21 10:24:35.981717: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-201069
0000 training acc: 0.15625
Global Iter: 200100 training loss: 2.0214
Global Iter: 200100 training acc: 0.1875
Global Iter: 200200 training loss: 2.00639
Global Iter: 200200 training acc: 0.0625
Global Iter: 200300 training loss: 1.97381
Global Iter: 200300 training acc: 0.21875
Global Iter: 200400 training loss: 2.11634
Global Iter: 200400 training acc: 0.1875
Global Iter: 200500 training loss: 1.98296
Global Iter: 200500 training acc: 0.34375
Global Iter: 200600 training loss: 1.93341
Global Iter: 200600 training acc: 0.1875
Global Iter: 200700 training loss: 2.01783
Global Iter: 200700 training acc: 0.1875
Global Iter: 200800 training loss: 1.92969
Global Iter: 200800 training acc: 0.15625
Global Iter: 200900 training loss: 1.91072
Global Iter: 200900 training acc: 0.28125
Global Iter: 201000 training loss: 1.96826
Global Iter: 201000 training acc: 0.125
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-201069
Number of Patches: 275210
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-201069
Global Iter: 201100 training loss: 1.98833
Global Iter: 201100 training acc: 0.28125
Global Iter: 201200 training loss: 2.10113
Global Iter: 201200 training acc: 0.1875
Global Iter: 201300 training loss: 2.06352
Global Iter: 201300 training acc: 0.0625
Global Iter: 201400 training loss: 2.01868
Global Iter: 201400 training acc: 0.25
Global Iter: 201500 training loss: 1.97887
Global Iter: 201500 training acc: 0.125
Global Iter: 201600 training loss: 2.12249
Global Iter: 201600 training acc: 0.09375
Global Iter: 201700 training loss: 1.96545
Global Iter: 201700 training acc: 0.1875
Global Iter: 201800 training loss: 1.94396
Global Iter: 201800 training acc: 0.21875
Global Iter: 201900 training loss: 2.04239
Global Iter: 201900 training acc: 0.125
Global Iter: 202000 training loss: 1.90206
Global Iter: 202000 training acc: 0.1875
Global Iter: 202100 training loss: 2.00829
Global Iter: 202100 training acc: 0.28125
Global Iter: 202200 training loss: 1.92506
Global Iter: 202200 training acc: 0.28125
Global Iter: 202300 training loss: 2.0186
Global Iter: 202300 training acc: 0.1875
Global Iter: 202400 training loss: 2.05071
Global Iter: 202400 training acc: 0.21875
Global Iter: 202500 training loss: 1.97771
Global Iter: 202500 training acc: 0.21875
Global Iter: 202600 training loss: 1.97889
Global Iter: 202600 training acc: 0.15625
Global Iter: 202700 training loss: 2.07906
Global Iter: 202700 training acc: 0.15625
Global Iter: 202800 training loss: 1.98531
Global Iter: 202800 training acc: 0.15625
Global Iter: 202900 training loss: 2.013
Global Iter: 202900 training acc: 0.125
Global Iter: 203000 training loss: 1.95772
Global Iter: 203000 training acc: 0.0625
Global Iter: 203100 training loss: 1.98014
Global Iter: 203100 training acc: 0.15625
Global Iter: 203200 training loss: 2.01051
Global Iter: 203200 training acc: 0.15625
Global Iter: 203300 training loss: 2.06599
